Drug_Target,GROUNDTRUTH
C0754022_C0282528,0
C0754022_C0349653,0
C0754022_C0442874,0
C0754022_C0494475,0
C0754022_C0524851,0
C0754022_C0751434,0
C0754022_C0751435,0
C0754022_C0751436,0
C0754022_C0751882,0
C0754022_C0752120,0
C0754022_C0878544,0
C0754022_C0878773,0
C0754022_C0948089,0
C0754022_C1145670,0
C0754022_C1527231,0
C0754022_C1849508,0
C0754022_C1961835,0
C0754022_C2931688,0
C0754022_C5203670,0
C0754647_C0001125,0
C0754647_C0002066,0
C0754647_C0002395,0
C0754647_C0002986,0
C0754647_C0004096,0
C0754647_C0004238,0
C0754647_C0007194,0
C0754647_C0007222,0
C0754647_C0011168,0
C0754647_C0011849,0
C0754647_C0011860,0
C0754647_C0014544,0
C0754647_C0017205,0
C0754647_C0018790,0
C0754647_C0018799,0
C0754647_C0018801,0
C0754647_C0018802,0
C0754647_C0019147,0
C0754647_C0019151,0
C0754647_C0019202,0
C0754647_C0019247,0
C0754647_C0019880,0
C0754647_C0020179,0
C0754647_C0020538,0
C0754647_C0020541,0
C0754647_C0020615,0
C0754647_C0023521,0
C0754647_C0023890,0
C0754647_C0023895,0
C0754647_C0024117,0
C0754647_C0024408,0
C0754647_C0024776,0
C0754647_C0025517,0
C0754647_C0025521,0
C0754647_C0026848,0
C0754647_C0026850,0
C0754647_C0026896,0
C0754647_C0027051,0
C0754647_C0027126,0
C0754647_C0027765,0
C0754647_C0027868,0
C0754647_C0028754,0
C0754647_C0030567,0
C0754647_C0031485,0
C0754647_C0038454,0
C0754647_C0043459,0
C0754647_C0085584,0
C0754647_C0087012,0
C0754647_C0154246,0
C0754647_C0162309,0
C0754647_C0162671,0
C0754647_C0220756,0
C0754647_C0242422,0
C0754647_C0268250,0
C0754647_C0268251,0
C0754647_C0268465,0
C0754647_C0268490,0
C0754647_C0268542,0
C0754647_C0268579,0
C0754647_C0270846,0
C0754647_C0282528,0
C0754647_C0349653,0
C0754647_C0442874,0
C0754647_C0494475,0
C0754647_C0524851,0
C0754647_C0751434,0
C0754647_C0751435,0
C0754647_C0751436,0
C0754647_C0751882,0
C0754647_C0752120,0
C0754647_C0878544,0
C0754647_C0878773,0
C0754647_C0948089,0
C0754647_C1145670,0
C0754647_C1527231,0
C0754647_C1849508,0
C0754647_C1961835,0
C0754647_C2931688,0
C0754647_C5203670,0
C0759933_C0001125,0
C0759933_C0002066,0
C0759933_C0002395,0
C0759933_C0002986,0
C0759933_C0004096,0
C0759933_C0004238,0
C0759933_C0007194,0
C0759933_C0007222,0
C0759933_C0011168,0
C0759933_C0011849,0
C0759933_C0011860,0
C0759933_C0014544,0
C0759933_C0017205,0
C0759933_C0018790,0
C0759933_C0018799,0
C0759933_C0018801,0
C0759933_C0018802,0
C0759933_C0019147,0
C0759933_C0019151,0
C0759933_C0019202,0
C0759933_C0019247,0
C0759933_C0019880,0
C0759933_C0020179,0
C0759933_C0020538,0
C0759933_C0020541,0
C0759933_C0020615,0
C0759933_C0023521,0
C0759933_C0023890,0
C0759933_C0023895,0
C0759933_C0024117,0
C0759933_C0024408,0
C0759933_C0024776,0
C0759933_C0025517,0
C0759933_C0025521,0
C0759933_C0026848,0
C0759933_C0026850,0
C0759933_C0026896,0
C0759933_C0027051,0
C0759933_C0027126,0
C0759933_C0027765,0
C0759933_C0027868,0
C0759933_C0028754,0
C0759933_C0030567,0
C0759933_C0031485,0
C0759933_C0038454,0
C0759933_C0043459,0
C0759933_C0085584,0
C0759933_C0087012,0
C0759933_C0154246,0
C0759933_C0162309,0
C0759933_C0162671,0
C0759933_C0220756,0
C0759933_C0242422,0
C0759933_C0268250,0
C0759933_C0268251,0
C0759933_C0268465,0
C0759933_C0268490,0
C0759933_C0268542,0
C0759933_C0268579,0
C0759933_C0270846,0
C0759933_C0282528,0
C0759933_C0349653,0
C0759933_C0442874,0
C0759933_C0494475,0
C0759933_C0524851,0
C0759933_C0751434,0
C0759933_C0751435,0
C0759933_C0751436,0
C0759933_C0751882,0
C0759933_C0752120,0
C0759933_C0878544,0
C0759933_C0878773,0
C0759933_C0948089,0
C0759933_C1145670,0
C0759933_C1527231,0
C0759933_C1849508,0
C0759933_C1961835,0
C0759933_C2931688,0
C0759933_C5203670,0
C0764105_C0001125,0
C0764105_C0002066,0
C0764105_C0002395,0
C0764105_C0002986,0
C0764105_C0004238,0
C0764105_C0007194,0
C0764105_C0007222,0
C0764105_C0011168,0
C0764105_C0011849,0
C0764105_C0011860,0
C0764105_C0014544,0
C0764105_C0017205,0
C0764105_C0018790,0
C0764105_C0018799,0
C0764105_C0018801,0
C0764105_C0018802,0
C0764105_C0019147,0
C0764105_C0019151,0
C0764105_C0019202,0
C0764105_C0019247,0
C0764105_C0019880,0
C0764105_C0020179,0
C0764105_C0020538,0
C0764105_C0020541,0
C0764105_C0020615,0
C0764105_C0023521,0
C0764105_C0023890,0
C0764105_C0023895,0
C0764105_C0024117,0
C0764105_C0024408,0
C0764105_C0024776,0
C0764105_C0025517,0
C0764105_C0025521,0
C0764105_C0026848,0
C0764105_C0026850,0
C0764105_C0026896,0
C0764105_C0027051,0
C0764105_C0027126,0
C0764105_C0027765,0
C0764105_C0027868,0
C0764105_C0028754,0
C0764105_C0030567,0
C0764105_C0031485,0
C0764105_C0038454,0
C0764105_C0043459,0
C0764105_C0085584,0
C0764105_C0087012,0
C0764105_C0149931,0
C0764105_C0154246,0
C0764105_C0162309,0
C0764105_C0162671,0
C0764105_C0220756,0
C0764105_C0242422,0
C0764105_C0268250,0
C0764105_C0268251,0
C0764105_C0268465,0
C0764105_C0268490,0
C0764105_C0268542,0
C0764105_C0268579,0
C0764105_C0270846,0
C0764105_C0282528,0
C0764105_C0349653,0
C0764105_C0442874,0
C0764105_C0494475,0
C0764105_C0524851,0
C0764105_C0751434,0
C0764105_C0751435,0
C0764105_C0751436,0
C0764105_C0751882,0
C0764105_C0752120,0
C0764105_C0878544,0
C0764105_C0878773,0
C0764105_C0948089,0
C0764105_C1145670,0
C0764105_C1527231,0
C0764105_C1849508,0
C0764105_C1961835,0
C0764105_C2931688,0
C0764105_C5203670,0
C0765273_C0001125,0
C0765273_C0002066,0
C0765273_C0002986,0
C0765273_C0004096,0
C0765273_C0004238,0
C0765273_C0007194,0
C0765273_C0007222,0
C0765273_C0011168,0
C0765273_C0011849,0
C0765273_C0011860,0
C0765273_C0014544,0
C0765273_C0017205,0
C0765273_C0018790,0
C0765273_C0018799,0
C0765273_C0018801,0
C0765273_C0018802,0
C0765273_C0019147,0
C0765273_C0019151,0
C0765273_C0019202,0
C0765273_C0019247,0
C0765273_C0019880,0
C0765273_C0020179,0
C0765273_C0020538,0
C0765273_C0020541,0
C0765273_C0020615,0
C0765273_C0023521,0
C0765273_C0023890,0
C0765273_C0023895,0
C0765273_C0024117,0
C0765273_C0024408,0
C0765273_C0024776,0
C0765273_C0025517,0
C0765273_C0025521,0
C0765273_C0026848,0
C0765273_C0026850,0
C0765273_C0026896,0
C0765273_C0027051,0
C0765273_C0027126,0
C0765273_C0027765,0
C0765273_C0027868,0
C0765273_C0028754,0
C0765273_C0030567,0
C0765273_C0031485,0
C0765273_C0038454,0
C0765273_C0043459,0
C0765273_C0085584,0
C0765273_C0087012,0
C0765273_C0149931,0
C0765273_C0154246,0
C0765273_C0162309,0
C0765273_C0162671,0
C0765273_C0220756,0
C0765273_C0242422,0
C0765273_C0268250,0
C0765273_C0268251,0
C0765273_C0268465,0
C0765273_C0268490,0
C0765273_C0268542,0
C0765273_C0268579,0
C0765273_C0270846,0
C0765273_C0282528,0
C0765273_C0349653,0
C0765273_C0442874,0
C0765273_C0494475,0
C0765273_C0524851,0
C0765273_C0751434,0
C0765273_C0751435,0
C0765273_C0751436,0
C0765273_C0751882,0
C0765273_C0752120,0
C0765273_C0878544,0
C0765273_C0878773,0
C0765273_C0948089,0
C0765273_C1145670,0
C0765273_C1527231,0
C0765273_C1849508,0
C0765273_C1961835,0
C0765273_C2931688,0
C0765273_C5203670,0
C0770983_C0001125,0
C0770983_C0002066,0
C0770983_C0002395,0
C0770983_C0002986,0
C0770983_C0004096,0
C0770983_C0004238,0
C0770983_C0007194,0
C0770983_C0007222,0
C0770983_C0011168,0
C0770983_C0011849,0
C0770983_C0011860,0
C0770983_C0014544,0
C0770983_C0017205,0
C0770983_C0018790,0
C0770983_C0018799,0
C0770983_C0018801,0
C0770983_C0018802,0
C0770983_C0019147,0
C0770983_C0019151,0
C0770983_C0019247,0
C0770983_C0019880,0
C0770983_C0020179,0
C0770983_C0020538,0
C0770983_C0020541,0
C0770983_C0020615,0
C0770983_C0023521,0
C0770983_C0023890,0
C0770983_C0023895,0
C0770983_C0024117,0
C0770983_C0024408,0
C0770983_C0024776,0
C0770983_C0025517,0
C0770983_C0025521,0
C0770983_C0026848,0
C0770983_C0026850,0
C0770983_C0026896,0
C0770983_C0027051,0
C0770983_C0027126,0
C0770983_C0027765,0
C0770983_C0027868,0
C0770983_C0028754,0
C0770983_C0030567,0
C0770983_C0031485,0
C0770983_C0038454,0
C0770983_C0043459,0
C0770983_C0085584,0
C0770983_C0087012,0
C0770983_C0149931,0
C0770983_C0154246,0
C0770983_C0162309,0
C0770983_C0162671,0
C0770983_C0220756,0
C0770983_C0242422,0
C0770983_C0268250,0
C0770983_C0268251,0
C0770983_C0268465,0
C0770983_C0268490,0
C0770983_C0268542,0
C0770983_C0268579,0
C0770983_C0270846,0
C0770983_C0282528,0
C0770983_C0349653,0
C0770983_C0442874,0
C0770983_C0494475,0
C0770983_C0524851,0
C0770983_C0751434,0
C0770983_C0751435,0
C0770983_C0751436,0
C0770983_C0751882,0
C0770983_C0752120,0
C0770983_C0878544,0
C0770983_C0878773,0
C0770983_C0948089,0
C0770983_C1145670,0
C0770983_C1527231,0
C0770983_C1849508,0
C0770983_C1961835,0
C0770983_C2931688,0
C0770983_C5203670,0
C0771204_C0001125,0
C0771204_C0002066,0
C0771204_C0002395,0
C0771204_C0002986,0
C0771204_C0004238,0
C0771204_C0007194,0
C0771204_C0007222,0
C0771204_C0011168,0
C0771204_C0011860,0
C0771204_C0014544,0
C0771204_C0017205,0
C0771204_C0018790,0
C0771204_C0018801,0
C0771204_C0018802,0
C0771204_C0019147,0
C0771204_C0019151,0
C0771204_C0019202,0
C0771204_C0019247,0
C0771204_C0019880,0
C0771204_C0020179,0
C0771204_C0020538,0
C0771204_C0020541,0
C0771204_C0020615,0
C0771204_C0023521,0
C0771204_C0023890,0
C0771204_C0024117,0
C0771204_C0024408,0
C0771204_C0024776,0
C0771204_C0025517,0
C0771204_C0025521,0
C0771204_C0026848,0
C0771204_C0026850,0
C0771204_C0027051,0
C0771204_C0027126,0
C0771204_C0027765,0
C0771204_C0027868,0
C0771204_C0028754,0
C0771204_C0030567,0
C0771204_C0031485,0
C0771204_C0038454,0
C0771204_C0043459,0
C0771204_C0085584,0
C0771204_C0087012,0
C0771204_C0149931,0
C0771204_C0154246,0
C0771204_C0162309,0
C0771204_C0162671,0
C0771204_C0220756,0
C0771204_C0242422,0
C0771204_C0268250,0
C0771204_C0268251,0
C0771204_C0268465,0
C0771204_C0268490,0
C0771204_C0268542,0
C0771204_C0268579,0
C0771204_C0270846,0
C0771204_C0282528,0
C0771204_C0349653,0
C0771204_C0442874,0
C0771204_C0494475,0
C0771204_C0524851,0
C0771204_C0751434,0
C0771204_C0751435,0
C0771204_C0751436,0
C0771204_C0751882,0
C0771204_C0752120,0
C0771204_C0878544,0
C0771204_C0878773,0
C0771204_C0948089,0
C0771204_C1145670,0
C0771204_C1527231,0
C0771204_C1849508,0
C0771204_C1961835,0
C0771204_C2931688,0
C0771204_C5203670,0
C0772024_C0001125,0
C0772024_C0002066,0
C0772024_C0002395,0
C0772024_C0002986,0
C0772024_C0004096,0
C0772024_C0004238,0
C0772024_C0007194,0
C0772024_C0007222,0
C0772024_C0011168,0
C0772024_C0011849,0
C0772024_C0011860,0
C0772024_C0014544,0
C0772024_C0017205,0
C0772024_C0018790,0
C0772024_C0018799,0
C0772024_C0018801,0
C0772024_C0018802,0
C0772024_C0019147,0
C0772024_C0019151,0
C0772024_C0019202,0
C0772024_C0019247,0
C0772024_C0019880,0
C0772024_C0020179,0
C0772024_C0020538,0
C0772024_C0020541,0
C0772024_C0020615,0
C0772024_C0023521,0
C0772024_C0023890,0
C0772024_C0023895,0
C0772024_C0024117,0
C0772024_C0024408,0
C0772024_C0024776,0
C0772024_C0025517,0
C0772024_C0025521,0
C0772024_C0026848,0
C0772024_C0026850,0
C0772024_C0026896,0
C0772024_C0027051,0
C0772024_C0027126,0
C0772024_C0027765,0
C0772024_C0027868,0
C0772024_C0028754,0
C0772024_C0031485,0
C0772024_C0038454,0
C0772024_C0043459,0
C0772024_C0085584,0
C0772024_C0087012,0
C0772024_C0149931,0
C0772024_C0154246,0
C0772024_C0162309,0
C0772024_C0162671,0
C0772024_C0220756,0
C0772024_C0242422,0
C0772024_C0268250,0
C0772024_C0268251,0
C0772024_C0268465,0
C0772024_C0268490,0
C0772024_C0268542,0
C0772024_C0268579,0
C0772024_C0270846,0
C0772024_C0282528,0
C0772024_C0349653,0
C0772024_C0442874,0
C0772024_C0494475,0
C0772024_C0524851,0
C0772024_C0751434,0
C0772024_C0751435,0
C0772024_C0751436,0
C0772024_C0751882,0
C0772024_C0752120,0
C0772024_C0878544,0
C0772024_C0878773,0
C0772024_C0948089,0
C0772024_C1145670,0
C0772024_C1527231,0
C0772024_C1849508,0
C0772024_C1961835,0
C0772024_C2931688,0
C0772024_C5203670,0
C0772089_C0001125,0
C0772089_C0002066,0
C0772089_C0002395,0
C0772089_C0002986,0
C0772089_C0004096,0
C0772089_C0004238,0
C0772089_C0007194,0
C0772089_C0007222,0
C0772089_C0011168,0
C0772089_C0011849,0
C0772089_C0011860,0
C0772089_C0014544,0
C0772089_C0017205,0
C0772089_C0018790,0
C0772089_C0018799,0
C0772089_C0018801,0
C0772089_C0018802,0
C0772089_C0019147,0
C0772089_C0019151,0
C0772089_C0019202,0
C0772089_C0019247,0
C0772089_C0019880,0
C0772089_C0020179,0
C0772089_C0020538,0
C0772089_C0020541,0
C0772089_C0020615,0
C0772089_C0023521,0
C0772089_C0023890,0
C0772089_C0023895,0
C0772089_C0024117,0
C0772089_C0024408,0
C0772089_C0024776,0
C0772089_C0025517,0
C0772089_C0025521,0
C0772089_C0026848,0
C0772089_C0026850,0
C0772089_C0026896,0
C0772089_C0027051,0
C0772089_C0027126,0
C0772089_C0027765,0
C0772089_C0027868,0
C0772089_C0028754,0
C0772089_C0030567,0
C0772089_C0031485,0
C0772089_C0038454,0
C0772089_C0043459,0
C0772089_C0085584,0
C0772089_C0087012,0
C0772089_C0149931,0
C0772089_C0154246,0
C0772089_C0162309,0
C0772089_C0162671,0
C0772089_C0220756,0
C0772089_C0242422,0
C0772089_C0268250,0
C0772089_C0268251,0
C0772089_C0268465,0
C0772089_C0268490,0
C0772089_C0268542,0
C0772089_C0268579,0
C0772089_C0270846,0
C0772089_C0282528,0
C0772089_C0349653,0
C0772089_C0442874,0
C0772089_C0494475,0
C0772089_C0524851,0
C0772089_C0751434,0
C0772089_C0751435,0
C0772089_C0751436,0
C0772089_C0751882,0
C0772089_C0752120,0
C0772089_C0878544,0
C0772089_C0948089,0
C0772089_C1145670,0
C0772089_C1527231,0
C0772089_C1849508,0
C0772089_C1961835,0
C0772089_C2931688,0
C0772089_C5203670,0
C0772501_C0001125,0
C0772501_C0002066,0
C0772501_C0002395,0
C0772501_C0002986,0
C0772501_C0004238,0
C0772501_C0007194,0
C0772501_C0007222,0
C0772501_C0011168,0
C0772501_C0011849,0
C0772501_C0011860,0
C0772501_C0014544,0
C0772501_C0017205,0
C0772501_C0018790,0
C0772501_C0018799,0
C0772501_C0018801,0
C0772501_C0018802,0
C0772501_C0019147,0
C0772501_C0019151,0
C0772501_C0019202,0
C0772501_C0019247,0
C0772501_C0019880,0
C0772501_C0020179,0
C0772501_C0020538,0
C0772501_C0020541,0
C0772501_C0020615,0
C0772501_C0023521,0
C0772501_C0023890,0
C0772501_C0023895,0
C0772501_C0024117,0
C0772501_C0024408,0
C0772501_C0024776,0
C0772501_C0025517,0
C0772501_C0025521,0
C0772501_C0026848,0
C0772501_C0026850,0
C0772501_C0026896,0
C0772501_C0027051,0
C0772501_C0027126,0
C0772501_C0027765,0
C0772501_C0027868,0
C0772501_C0028754,0
C0772501_C0030567,0
C0772501_C0031485,0
C0772501_C0038454,0
C0772501_C0043459,0
C0772501_C0085584,0
C0772501_C0087012,0
C0772501_C0149931,0
C0772501_C0154246,0
C0772501_C0162309,0
C0772501_C0162671,0
C0772501_C0220756,0
C0772501_C0242422,0
C0772501_C0268250,0
C0772501_C0268251,0
C0772501_C0268465,0
C0772501_C0268490,0
C0772501_C0268542,0
C0772501_C0268579,0
C0772501_C0270846,0
C0772501_C0282528,0
C0772501_C0349653,0
C0772501_C0442874,0
C0772501_C0494475,0
C0772501_C0524851,0
C0772501_C0751434,0
C0772501_C0751435,0
C0772501_C0751436,0
C0772501_C0751882,0
C0772501_C0752120,0
C0772501_C0878544,0
C0772501_C0878773,0
C0772501_C0948089,0
C0772501_C1145670,0
C0772501_C1527231,0
C0772501_C1849508,0
C0772501_C1961835,0
C0772501_C2931688,0
C0772501_C5203670,0
C0795635_C0001125,0
C0795635_C0002066,0
C0795635_C0002395,0
C0795635_C0002986,0
C0795635_C0004096,0
C0795635_C0004238,0
C0795635_C0007194,0
C0795635_C0007222,0
C0795635_C0011168,0
C0795635_C0011849,0
C0795635_C0014544,0
C0795635_C0017205,0
C0795635_C0018790,0
C0795635_C0018799,0
C0795635_C0018801,0
C0795635_C0018802,0
C0795635_C0019147,0
C0795635_C0019151,0
C0795635_C0019202,0
C0795635_C0019247,0
C0795635_C0019880,0
C0795635_C0020179,0
C0795635_C0020538,0
C0795635_C0020541,0
C0795635_C0020615,0
C0795635_C0023521,0
C0795635_C0023890,0
C0795635_C0023895,0
C0795635_C0024117,0
C0795635_C0024408,0
C0795635_C0024776,0
C0795635_C0025517,0
C0795635_C0025521,0
C0795635_C0026848,0
C0795635_C0026850,0
C0795635_C0026896,0
C0795635_C0027051,0
C0795635_C0027126,0
C0795635_C0027765,0
C0795635_C0027868,0
C0795635_C0028754,0
C0795635_C0030567,0
C0795635_C0031485,0
C0795635_C0038454,0
C0795635_C0043459,0
C0795635_C0085584,0
C0795635_C0087012,0
C0795635_C0149931,0
C0795635_C0154246,0
C0795635_C0162309,0
C0795635_C0162671,0
C0795635_C0220756,0
C0795635_C0242422,0
C0795635_C0268250,0
C0795635_C0268251,0
C0795635_C0268465,0
C0795635_C0268490,0
C0795635_C0268542,0
C0795635_C0268579,0
C0795635_C0270846,0
C0795635_C0282528,0
C0795635_C0349653,0
C0795635_C0442874,0
C0795635_C0494475,0
C0795635_C0524851,0
C0795635_C0751434,0
C0795635_C0751435,0
C0795635_C0751436,0
C0795635_C0751882,0
C0795635_C0752120,0
C0795635_C0878544,0
C0795635_C0878773,0
C0795635_C0948089,0
C0795635_C1145670,0
C0795635_C1527231,0
C0795635_C1849508,0
C0795635_C1961835,0
C0795635_C2931688,0
C0795635_C5203670,0
C0795671_C0001125,0
C0795671_C0002066,0
C0795671_C0002395,0
C0795671_C0002986,0
C0795671_C0004096,0
C0795671_C0004238,0
C0795671_C0007194,0
C0795671_C0007222,0
C0795671_C0011168,0
C0795671_C0011849,0
C0795671_C0011860,0
C0795671_C0014544,0
C0795671_C0017205,0
C0795671_C0018790,0
C0795671_C0018799,0
C0795671_C0018801,0
C0795671_C0018802,0
C0795671_C0019147,0
C0795671_C0019151,0
C0795671_C0019202,0
C0795671_C0019247,0
C0795671_C0019880,0
C0795671_C0020179,0
C0795671_C0020538,0
C0795671_C0020541,0
C0795671_C0020615,0
C0795671_C0023521,0
C0795671_C0023890,0
C0795671_C0023895,0
C0795671_C0024117,0
C0795671_C0024408,0
C0795671_C0024776,0
C0795671_C0025517,0
C0795671_C0025521,0
C0795671_C0026848,0
C0795671_C0026850,0
C0795671_C0026896,0
C0795671_C0027051,0
C0795671_C0027126,0
C0795671_C0027765,0
C0795671_C0027868,0
C0795671_C0028754,0
C0795671_C0030567,0
C0795671_C0031485,0
C0795671_C0038454,0
C0795671_C0043459,0
C0795671_C0085584,0
C0795671_C0087012,0
C0795671_C0149931,0
C0795671_C0154246,0
C0795671_C0162309,0
C0795671_C0162671,0
C0795671_C0220756,0
C0795671_C0242422,0
C0795671_C0268250,0
C0795671_C0268251,0
C0795671_C0268465,0
C0795671_C0268490,0
C0795671_C0268542,0
C0795671_C0270846,0
C0795671_C0282528,0
C0795671_C0349653,0
C0795671_C0442874,0
C0795671_C0494475,0
C0795671_C0524851,0
C0795671_C0751434,0
C0795671_C0751435,0
C0795671_C0751436,0
C0795671_C0751882,0
C0795671_C0752120,0
C0795671_C0878544,0
C0795671_C0878773,0
C0795671_C0948089,0
C0795671_C1145670,0
C0795671_C1527231,0
C0795671_C1849508,0
C0795671_C1961835,0
C0795671_C2931688,0
C0795671_C5203670,0
C0886584_C0001125,0
C0886584_C0002066,0
C0886584_C0002395,0
C0886584_C0002986,0
C0886584_C0004096,0
C0886584_C0004238,0
C0886584_C0007194,0
C0886584_C0007222,0
C0886584_C0011168,0
C0886584_C0011849,0
C0886584_C0011860,0
C0886584_C0014544,0
C0886584_C0017205,0
C0886584_C0018790,0
C0886584_C0018799,0
C0886584_C0018801,0
C0886584_C0018802,0
C0886584_C0019147,0
C0886584_C0019151,0
C0886584_C0019202,0
C0886584_C0019247,0
C0886584_C0019880,0
C0886584_C0020179,0
C0886584_C0020541,0
C0886584_C0020615,0
C0886584_C0023521,0
C0886584_C0023890,0
C0886584_C0023895,0
C0886584_C0024117,0
C0886584_C0024408,0
C0886584_C0024776,0
C0886584_C0025517,0
C0886584_C0025521,0
C0886584_C0026848,0
C0886584_C0026850,0
C0886584_C0026896,0
C0886584_C0027051,0
C0886584_C0027126,0
C0886584_C0027765,0
C0886584_C0027868,0
C0886584_C0028754,0
C0886584_C0030567,0
C0886584_C0031485,0
C0886584_C0038454,0
C0886584_C0043459,0
C0886584_C0085584,0
C0886584_C0087012,0
C0886584_C0149931,0
C0886584_C0154246,0
C0886584_C0162309,0
C0886584_C0162671,0
C0886584_C0220756,0
C0886584_C0242422,0
C0886584_C0268250,0
C0886584_C0268251,0
C0886584_C0268465,0
C0886584_C0268490,0
C0886584_C0268542,0
C0886584_C0268579,0
C0886584_C0270846,0
C0886584_C0282528,0
C0886584_C0349653,0
C0886584_C0442874,0
C0886584_C0494475,0
C0886584_C0524851,0
C0886584_C0751434,0
C0886584_C0751435,0
C0886584_C0751436,0
C0886584_C0751882,0
C0886584_C0752120,0
C0886584_C0878544,0
C0886584_C0878773,0
C0886584_C0948089,0
C0886584_C1145670,0
C0886584_C1527231,0
C0886584_C1849508,0
C0886584_C1961835,0
C0886584_C2931688,0
C0886584_C5203670,0
C0887117_C0001125,0
C0887117_C0002066,0
C0887117_C0002395,0
C0887117_C0002986,0
C0887117_C0004096,0
C0887117_C0004238,0
C0887117_C0007194,0
C0887117_C0007222,0
C0887117_C0011168,0
C0887117_C0011849,0
C0887117_C0011860,0
C0887117_C0014544,0
C0887117_C0017205,0
C0887117_C0018790,0
C0887117_C0018799,0
C0887117_C0018801,0
C0887117_C0018802,0
C0887117_C0019147,0
C0887117_C0019151,0
C0887117_C0019202,0
C0887117_C0019247,0
C0887117_C0019880,0
C0887117_C0020179,0
C0887117_C0020538,0
C0887117_C0020541,0
C0887117_C0020615,0
C0887117_C0023521,0
C0887117_C0023895,0
C0887117_C0024117,0
C0887117_C0024408,0
C0887117_C0024776,0
C0887117_C0025517,0
C0887117_C0025521,0
C0887117_C0026848,0
C0887117_C0026850,0
C0887117_C0026896,0
C0887117_C0027051,0
C0887117_C0027126,0
C0887117_C0027765,0
C0887117_C0027868,0
C0887117_C0028754,0
C0887117_C0030567,0
C0887117_C0031485,0
C0887117_C0038454,0
C0887117_C0043459,0
C0887117_C0087012,0
C0887117_C0149931,0
C0887117_C0154246,0
C0887117_C0162309,0
C0887117_C0162671,0
C0887117_C0220756,0
C0887117_C0242422,0
C0887117_C0268250,0
C0887117_C0268251,0
C0887117_C0268465,0
C0887117_C0268490,0
C0887117_C0268542,0
C0887117_C0270846,0
C0887117_C0282528,0
C0887117_C0349653,0
C0887117_C0442874,0
C0887117_C0494475,0
C0887117_C0524851,0
C0887117_C0751434,0
C0887117_C0751435,0
C0887117_C0751436,0
C0887117_C0751882,0
C0887117_C0752120,0
C0887117_C0878544,0
C0887117_C0878773,0
C0887117_C0948089,0
C0887117_C1145670,0
C0887117_C1527231,0
C0887117_C1849508,0
C0887117_C1961835,0
C0887117_C2931688,0
C0887117_C5203670,0
C0887700_C0001125,0
C0887700_C0002066,0
C0887700_C0002395,0
C0887700_C0002986,0
C0887700_C0004096,0
C0887700_C0004238,0
C0887700_C0007194,0
C0887700_C0007222,0
C0887700_C0011168,0
C0887700_C0011849,0
C0887700_C0011860,0
C0887700_C0014544,0
C0887700_C0017205,0
C0887700_C0018790,0
C0887700_C0018799,0
C0887700_C0018801,0
C0887700_C0018802,0
C0887700_C0019147,0
C0887700_C0019151,0
C0887700_C0019202,0
C0887700_C0019247,0
C0887700_C0019880,0
C0887700_C0020179,0
C0887700_C0020538,0
C0887700_C0020541,0
C0887700_C0020615,0
C0887700_C0023521,0
C0887700_C0023890,0
C0887700_C0023895,0
C0887700_C0024117,0
C0887700_C0024408,0
C0887700_C0024776,0
C0887700_C0025517,0
C0887700_C0025521,0
C0887700_C0026848,0
C0887700_C0026850,0
C0887700_C0026896,0
C0887700_C0027051,0
C0887700_C0027126,0
C0887700_C0027765,0
C0887700_C0027868,0
C0887700_C0028754,0
C0887700_C0030567,0
C0887700_C0031485,0
C0887700_C0038454,0
C0887700_C0043459,0
C0887700_C0085584,0
C0887700_C0087012,0
C0887700_C0149931,0
C0887700_C0154246,0
C0887700_C0162309,0
C0887700_C0162671,0
C0887700_C0220756,0
C0887700_C0242422,0
C0887700_C0268250,0
C0887700_C0268251,0
C0887700_C0268465,0
C0887700_C0268490,0
C0887700_C0268579,0
C0887700_C0270846,0
C0887700_C0282528,0
C0887700_C0349653,0
C0887700_C0442874,0
C0887700_C0494475,0
C0887700_C0524851,0
C0887700_C0751434,0
C0887700_C0751435,0
C0887700_C0751436,0
C0887700_C0751882,0
C0887700_C0752120,0
C0887700_C0878544,0
C0887700_C0878773,0
C0887700_C0948089,0
C0887700_C1145670,0
C0887700_C1527231,0
C0887700_C1849508,0
C0887700_C1961835,0
C0887700_C2931688,0
C0887700_C5203670,0
C0892779_C0001125,0
C0892779_C0002066,0
C0892779_C0002395,0
C0892779_C0002986,0
C0892779_C0004096,0
C0892779_C0004238,0
C0892779_C0007194,0
C0892779_C0007222,0
C0892779_C0011168,0
C0892779_C0011849,0
C0892779_C0011860,0
C0892779_C0014544,0
C0892779_C0017205,0
C0892779_C0018790,0
C0892779_C0018799,0
C0892779_C0018801,0
C0892779_C0018802,0
C0892779_C0019147,0
C0892779_C0019151,0
C0892779_C0019202,0
C0892779_C0019247,0
C0892779_C0019880,0
C0892779_C0020179,0
C0892779_C0020538,0
C0892779_C0020541,0
C0892779_C0020615,0
C0892779_C0023521,0
C0892779_C0023890,0
C0892779_C0023895,0
C0892779_C0024117,0
C0892779_C0024408,0
C0892779_C0024776,0
C0892779_C0025517,0
C0892779_C0025521,0
C0892779_C0026848,0
C0892779_C0026850,0
C0892779_C0026896,0
C0892779_C0027051,0
C0892779_C0027126,0
C0892779_C0027765,0
C0892779_C0027868,0
C0892779_C0028754,0
C0892779_C0030567,0
C0892779_C0031485,0
C0892779_C0038454,0
C0892779_C0043459,0
